actual,predicted
195.3632,195.3632
195.385,195.385
195.35,195.35
195.29,195.29
195.275,195.275
195.235,195.235
195.23,195.23
195.25,195.25
195.23,195.23
195.235,195.235
195.215,195.215
195.235,195.235
195.28,195.28
195.3459,195.3459
195.2963,195.2963
195.27,195.27
195.25,195.25
195.19,195.19
195.12,195.12
195.08,195.08
195.06,195.06
195.165,195.165
195.205,195.205
195.22,195.22
195.31,195.31
195.35,195.35
195.295,195.295
195.21,195.21
195.235,195.235
195.2813,195.2813
195.2525,195.2525
195.285,195.285
195.235,195.235
195.235,195.235
195.285,195.285
195.393,195.393
195.44,195.44
195.38,195.38
195.395,195.395
195.355,195.355
195.255,195.255
195.17,195.17
195.135,195.135
195.14,195.14
195.21,195.21
195.13,195.13
195.06,195.06
195.045,195.045
195.015,195.015
194.98,194.98
194.995,194.995
195.0278,195.0278
195.0,195.0
195.07,195.07
195.1,195.1
195.085,195.085
194.855,194.855
194.56,194.56
194.4,194.4
194.4599,194.4599
194.31,194.31
194.32,194.32
194.175,194.175
194.41,194.41
194.345,194.345
194.48,194.48
194.21,194.21
194.2,194.2
194.17,194.17
194.25,194.25
194.27,194.27
194.32,194.32
194.35,194.35
194.38,194.38
194.39,194.39
194.45,194.45
194.42,194.42
194.38,194.38
194.4,194.4
194.4,194.4
194.39,194.39
194.43,194.43
194.39,194.39
194.38,194.38
194.4,194.4
194.42,194.42
194.41,194.41
194.44,194.44
194.46,194.46
194.45,194.45
194.4308,194.4308
194.46,194.46
194.45,194.45
194.47,194.47
194.46,194.46
194.45,194.45
194.45,194.45
194.45,194.45
194.45,194.45
194.42,194.42
194.45,194.45
194.46,194.46
194.42,194.42
194.42,194.42
194.42,194.42
194.42,194.42
194.42,194.42
194.4,194.4
194.45,194.45
194.46,194.46
194.45,194.45
194.4699,194.4699
194.47,194.47
194.41,194.41
194.42,194.42
194.42,194.42
194.45,194.45
194.44,194.44
194.45,194.45
194.45,194.45
194.43,194.43
194.46,194.46
194.42,194.42
194.48,194.48
194.43,194.43
194.41,194.41
194.4,194.4
194.41,194.41
194.36,194.36
194.45,194.45
194.46,194.46
194.47,194.47
194.45,194.45
194.38,194.38
194.37,194.37
194.4456,194.4456
194.35,194.35
194.36,194.36
194.3699,194.3699
194.35,194.35
194.38,194.38
194.4,194.4
194.48,194.48
194.45,194.45
194.46,194.46
194.47,194.47
194.4105,194.4105
194.47,194.47
194.44,194.44
194.43,194.43
194.37,194.37
194.36,194.36
194.42,194.42
194.43,194.43
194.4332,194.4332
194.38,194.38
194.36,194.36
194.37,194.37
194.4,194.4
194.46,194.46
194.42,194.42
194.47,194.47
194.43,194.43
194.46,194.46
194.42,194.42
194.41,194.41
194.45,194.45
194.48,194.48
194.57,194.57
194.595,194.595
194.5,194.5
194.55,194.55
194.55,194.55
194.6345,194.6345
194.62,194.62
194.59,194.59
194.51,194.51
194.52,194.52
194.5,194.5
194.4,194.4
194.48,194.48
194.48,194.48
194.75,194.75
194.56,194.56
194.7422,194.7422
194.65,194.65
194.62,194.62
194.6102,194.6102
194.6404,194.6404
194.56,194.56
194.6,194.6
194.6408,194.6408
194.6,194.6
194.64,194.64
194.65,194.65
194.76,194.76
194.66,194.66
194.61,194.61
194.65,194.65
194.62,194.62
194.65,194.65
194.65,194.65
194.69,194.69
194.72,194.72
194.76,194.76
194.75,194.75
194.75,194.75
194.75,194.75
194.72,194.72
194.7111,194.7111
194.71,194.71
194.73,194.73
194.7,194.7
194.73,194.73
194.73,194.73
194.67,194.67
194.6,194.6
194.52,194.52
194.6,194.6
194.59,194.59
194.98,194.98
194.91,194.91
195.0,195.0
194.93,194.93
195.0,195.0
194.93,194.93
194.91,194.91
194.91,194.91
194.9,194.9
194.82,194.82
194.8,194.8
194.7,194.7
194.81,194.81
194.9,194.9
194.87,194.87
194.82,194.82
194.73,194.73
194.7,194.7
194.72,194.72
194.78,194.78
194.91,194.91
194.92,194.92
194.92,194.92
194.89,194.89
194.88,194.88
194.84,194.84
194.9,194.9
194.87,194.87
194.89,194.89
194.89,194.89
194.87,194.87
194.88,194.88
194.94,194.94
194.9,194.9
194.92,194.92
194.9,194.9
195.01,195.01
194.97,194.97
194.97,194.97
194.97,194.97
194.9,194.9
194.91,194.91
194.91,194.91
194.85,194.85
194.8,194.8
194.77,194.77
194.73,194.73
194.81,194.81
194.81,194.81
194.81,194.81
194.81,194.81
194.84,194.84
194.88,194.88
194.92,194.92
194.99,194.99
195.0,195.0
195.01,195.01
195.03,195.03
195.08,195.08
195.06,195.06
195.12,195.12
195.2,195.2
195.2,195.2
195.11,195.11
195.189,195.189
195.23,195.23
195.15,195.15
194.9,194.9
194.9,194.9
194.95,194.95
194.92,194.92
195.2,195.2
195.2007,195.2007
195.27,195.27
195.231,195.231
195.25,195.25
195.27,195.27
195.2,195.2
195.21,195.21
195.2,195.2
195.21,195.21
195.21,195.21
195.18,195.18
195.22,195.22
195.22,195.22
195.15,195.15
195.18,195.18
195.12,195.12
195.15,195.15
195.16,195.16
194.8597,194.8597
194.68,194.68
194.98,194.98
194.81,194.81
194.9197,194.9197
194.6,194.6
194.48,194.48
194.61,194.61
194.58,194.58
194.48,194.48
194.33,194.33
194.2,194.2
194.0,194.0
193.75,193.75
193.85,193.85
193.87,193.87
193.5012,193.5012
193.8,193.8
193.5,193.5
193.74,193.74
193.7,193.7
193.65,193.65
193.79,193.79
193.72,193.72
193.6,193.6
193.63,193.63
193.8,193.8
193.69,193.69
193.68,193.68
193.72,193.72
193.71,193.71
193.68,193.68
193.8,193.8
193.67,193.67
193.89,193.89
193.97,193.97
194.08,194.08
194.15,194.15
194.14,194.14
194.24,194.24
194.2,194.2
194.28,194.28
194.2,194.2
194.25,194.25
194.27,194.27
194.1517,194.1517
194.2,194.2
194.3,194.3
194.4,194.4
194.4,194.4
194.3885,194.3885
194.38,194.38
194.36,194.36
194.36,194.36
194.31,194.31
194.33,194.33
194.34,194.34
194.75,194.75
194.75,194.75
194.9082,194.9082
195.52,195.52
195.66,195.66
195.07,195.07
195.235,195.235
194.9899,194.9899
194.79,194.79
194.67,194.67
194.755,194.755
194.58,194.58
194.34,194.34
194.2098,194.2098
194.439,194.439
194.485,194.485
194.57,194.57
194.595,194.595
194.5391,194.5391
194.4457,194.4457
194.47,194.47
194.63,194.63
194.61,194.61
194.66,194.66
194.7,194.7
194.5599,194.5599
194.59,194.59
194.5699,194.5699
194.54,194.54
194.55,194.55
194.5631,194.5631
194.58,194.58
194.68,194.68
194.85,194.85
194.76,194.76
194.7863,194.7863
194.6599,194.6599
194.805,194.805
194.75,194.75
194.87,194.87
194.8952,194.8952
194.94,194.94
194.938,194.938
194.787,194.787
194.94,194.94
194.95,194.95
195.0,195.0
194.86,194.86
194.955,194.955
195.01,195.01
195.09,195.09
195.05,195.05
194.9992,194.9992
194.94,194.94
195.02,195.02
195.105,195.105
195.08,195.08
195.1131,195.1131
195.015,195.015
194.91,194.91
194.88,194.88
194.84,194.84
194.805,194.805
194.79,194.79
194.835,194.835
194.865,194.865
194.97,194.97
195.0299,195.0299
195.2,195.2
195.135,195.135
195.2002,195.2002
195.162,195.162
195.275,195.275
195.42,195.42
195.545,195.545
195.7188,195.7188
195.635,195.635
195.605,195.605
195.7201,195.7201
195.78,195.78
195.865,195.865
195.92,195.92
195.785,195.785
195.825,195.825
195.81,195.81
195.735,195.735
195.775,195.775
195.8476,195.8476
195.82,195.82
195.72,195.72
195.61,195.61
195.58,195.58
195.63,195.63
195.3812,195.3812
195.3499,195.3499
195.36,195.36
195.27,195.27
195.23,195.23
195.24,195.24
195.13,195.13
194.97,194.97
195.145,195.145
195.16,195.16
195.06,195.06
195.12,195.12
195.16,195.16
195.17,195.17
195.27,195.27
195.23,195.23
195.2,195.2
195.215,195.215
195.21,195.21
195.175,195.175
195.0952,195.0952
195.115,195.115
195.135,195.135
195.22,195.22
195.2779,195.2779
195.43,195.43
195.51,195.51
195.46,195.46
195.43,195.43
195.62,195.62
195.68,195.68
195.755,195.755
195.8286,195.8286
195.875,195.875
195.885,195.885
195.79,195.79
195.79,195.79
195.72,195.72
195.785,195.785
195.84,195.84
195.915,195.915
195.87,195.87
195.7786,195.7786
195.765,195.765
195.7601,195.7601
195.7572,195.7572
195.87,195.87
195.845,195.845
195.9277,195.9277
195.81,195.81
195.805,195.805
195.825,195.825
195.784,195.784
195.775,195.775
195.82,195.82
195.88,195.88
195.9199,195.9199
195.9,195.9
195.89,195.89
195.85,195.85
195.905,195.905
195.8175,195.8175
195.84,195.84
195.865,195.865
195.875,195.875
195.8614,195.8614
195.98,195.98
196.005,196.005
196.151,196.151
196.0905,196.0905
196.04,196.04
196.015,196.015
196.04,196.04
195.995,195.995
195.83,195.83
195.815,195.815
195.725,195.725
195.68,195.68
195.65,195.65
195.675,195.675
195.65,195.65
195.675,195.675
195.7365,195.7365
195.895,195.895
195.96,195.96
195.935,195.935
195.8199,195.8199
195.82,195.82
195.83,195.83
195.955,195.955
196.115,196.115
196.105,196.105
196.095,196.095
196.13,196.13
196.075,196.075
196.085,196.085
196.05,196.05
195.985,195.985
196.0,196.0
195.91,195.91
195.885,195.885
195.795,195.795
195.86,195.86
195.835,195.835
195.83,195.83
195.88,195.88
195.8,195.8
195.755,195.755
195.74,195.74
195.84,195.84
195.975,195.975
195.94,195.94
196.0363,196.0363
196.01,196.01
196.12,196.12
196.27,196.27
196.395,196.395
196.385,196.385
196.28,196.28
196.32,196.32
196.26,196.26
196.24,196.24
196.235,196.235
196.28,196.28
196.25,196.25
196.215,196.215
196.17,196.17
196.165,196.165
196.16,196.16
196.09,196.09
196.17,196.17
196.19,196.19
196.23,196.23
196.29,196.29
196.265,196.265
196.3,196.3
196.278,196.278
196.2101,196.2101
196.1926,196.1926
196.235,196.235
196.265,196.265
196.305,196.305
196.33,196.33
196.42,196.42
196.47,196.47
196.44,196.44
196.41,196.41
196.42,196.42
196.385,196.385
196.36,196.36
196.3654,196.3654
196.425,196.425
196.4001,196.4001
196.3899,196.3899
196.4101,196.4101
196.39,196.39
196.395,196.395
196.32,196.32
196.33,196.33
196.36,196.36
196.265,196.265
196.25,196.25
196.22,196.22
196.25,196.25
196.26,196.26
196.19,196.19
196.245,196.245
196.31,196.31
196.2995,196.2995
196.2545,196.2545
196.2447,196.2447
196.3274,196.3274
196.375,196.375
196.39,196.39
196.3502,196.3502
196.361,196.361
196.435,196.435
196.475,196.475
196.55,196.55
196.505,196.505
196.35,196.35
196.3497,196.3497
196.35,196.35
196.37,196.37
196.3379,196.3379
196.2,196.2
196.2003,196.2003
196.08,196.08
195.94,195.94
196.0,196.0
196.05,196.05
196.11,196.11
196.08,196.08
196.005,196.005
195.88,195.88
195.82,195.82
195.9,195.9
195.81,195.81
195.85,195.85
195.8457,195.8457
196.0064,196.0064
195.98,195.98
195.95,195.95
195.985,195.985
195.9,195.9
195.91,195.91
195.945,195.945
195.9886,195.9886
195.97,195.97
195.87,195.87
195.82,195.82
195.85,195.85
195.605,195.605
195.7,195.7
195.64,195.64
195.68,195.68
195.665,195.665
195.7,195.7
195.68,195.68
195.695,195.695
195.7118,195.7118
195.67,195.67
195.66,195.66
195.69,195.69
195.79,195.79
195.78,195.78
195.79,195.79
195.85,195.85
195.815,195.815
195.77,195.77
195.74,195.74
195.73,195.73
195.715,195.715
195.7736,195.7736
195.8182,195.8182
195.825,195.825
195.8,195.8
195.8481,195.8481
195.855,195.855
195.86,195.86
195.8823,195.8823
195.885,195.885
195.925,195.925
195.9,195.9
195.9172,195.9172
195.805,195.805
195.8219,195.8219
195.9,195.9
195.92,195.92
195.89,195.89
195.93,195.93
195.8753,195.8753
195.9,195.9
195.83,195.83
195.91,195.91
195.91,195.91
196.075,196.075
196.015,196.015
195.91,195.91
196.0062,196.0062
196.03,196.03
196.05,196.05
196.035,196.035
196.085,196.085
196.05,196.05
196.02,196.02
196.14,196.14
196.255,196.255
196.4,196.4
196.4395,196.4395
196.3,196.3
196.4,196.4
196.456,196.456
196.455,196.455
196.49,196.49
196.555,196.555
196.48,196.48
196.3,196.3
196.5,196.5
196.56,196.56
196.6334,196.6334
196.64,196.64
196.775,196.775
196.83,196.83
196.805,196.805
196.755,196.755
196.655,196.655
196.625,196.625
196.61,196.61
196.53,196.53
196.55,196.55
196.55,196.55
196.5566,196.5566
196.535,196.535
196.57,196.57
196.74,196.74
196.72,196.72
196.87,196.87
196.85,196.85
196.9,196.9
196.85,196.85
196.86,196.86
196.88,196.88
196.88,196.88
196.88,196.88
196.86,196.86
196.85,196.85
196.86,196.86
196.8598,196.8598
196.81,196.81
196.79,196.79
196.79,196.79
196.8,196.8
196.8,196.8
196.89,196.89
196.8098,196.8098
196.8,196.8
196.8,196.8
196.8,196.8
196.8,196.8
196.8,196.8
196.8,196.8
196.8,196.8
196.81,196.81
196.8103,196.8103
196.81,196.81
196.8105,196.8105
196.84,196.84
196.85,196.85
196.85,196.85
196.84,196.84
196.85,196.85
196.84,196.84
196.85,196.85
196.83,196.83
196.89,196.89
196.83,196.83
196.82,196.82
196.81,196.81
196.85,196.85
196.83,196.83
196.83,196.83
196.85,196.85
196.85,196.85
196.83,196.83
196.85,196.85
196.85,196.85
196.86,196.86
196.8568,196.8568
196.8306,196.8306
196.85,196.85
196.88,196.88
196.9,196.9
196.93,196.93
196.93,196.93
196.94,196.94
196.94,196.94
196.94,196.94
196.95,196.95
196.95,196.95
196.96,196.96
196.95,196.95
196.96,196.96
196.96,196.96
196.95,196.95
196.95,196.95
196.94,196.94
196.9199,196.9199
196.92,196.92
196.9199,196.9199
196.9101,196.9101
196.92,196.92
196.9017,196.9017
196.9,196.9
196.9007,196.9007
196.9,196.9
196.89,196.89
196.89,196.89
196.8801,196.8801
196.89,196.89
196.9,196.9
196.94,196.94
196.9402,196.9402
196.94,196.94
196.94,196.94
196.89,196.89
196.94,196.94
196.88,196.88
196.88,196.88
196.87,196.87
196.88,196.88
196.8399,196.8399
196.81,196.81
196.8208,196.8208
196.77,196.77
196.72,196.72
196.75,196.75
196.67,196.67
196.66,196.66
196.67,196.67
196.67,196.67
196.63,196.63
196.6,196.6
196.53,196.53
196.6,196.6
196.55,196.55
196.55,196.55
196.63,196.63
196.5793,196.5793
196.66,196.66
196.6,196.6
196.65,196.65
196.74,196.74
196.8266,196.8266
196.7,196.7
196.73,196.73
196.808,196.808
196.78,196.78
196.8,196.8
196.8,196.8
196.78,196.78
196.8,196.8
196.77,196.77
196.7326,196.7326
196.75,196.75
196.77,196.77
196.75,196.75
196.75,196.75
196.7491,196.7491
196.75,196.75
196.7338,196.7338
196.8,196.8
196.7365,196.7365
196.74,196.74
196.72,196.72
196.8,196.8
196.73,196.73
196.68,196.68
196.6569,196.6569
196.7,196.7
196.75,196.75
196.77,196.77
196.79,196.79
196.7,196.7
196.7504,196.7504
196.7895,196.7895
196.78,196.78
196.79,196.79
196.75,196.75
196.73,196.73
196.71,196.71
196.7205,196.7205
196.75,196.75
196.71,196.71
196.7,196.7
196.7,196.7
196.7,196.7
196.7,196.7
196.74,196.74
196.75,196.75
196.75,196.75
196.76,196.76
196.73,196.73
196.76,196.76
196.72,196.72
196.77,196.77
196.77,196.77
196.76,196.76
196.78,196.78
196.78,196.78
196.79,196.79
196.8,196.8
196.8019,196.8019
196.81,196.81
196.84,196.84
196.85,196.85
196.87,196.87
196.8896,196.8896
196.8,196.8
196.85,196.85
196.89,196.89
196.85,196.85
196.86,196.86
196.9,196.9
197.46,197.46
197.5,197.5
197.35,197.35
197.35,197.35
197.27,197.27
197.35,197.35
197.39,197.39
197.4,197.4
197.5,197.5
197.63,197.63
197.65,197.65
197.65,197.65
197.61,197.61
197.62,197.62
197.69,197.69
197.7,197.7
197.7,197.7
197.7,197.7
197.68,197.68
197.67,197.67
197.77,197.77
197.76,197.76
197.72,197.72
197.68,197.68
197.72,197.72
197.7,197.7
197.76,197.76
197.7,197.7
197.76,197.76
197.8,197.8
197.66,197.66
197.65,197.65
197.65,197.65
197.62,197.62
197.64,197.64
197.64,197.64
197.61,197.61
197.58,197.58
197.57,197.57
197.45,197.45
197.4,197.4
197.4,197.4
197.39,197.39
197.45,197.45
197.39,197.39
197.4,197.4
197.4,197.4
197.4,197.4
197.54,197.54
197.45,197.45
197.43,197.43
197.43,197.43
197.44,197.44
197.4,197.4
197.4,197.4
197.36,197.36
197.3,197.3
197.3,197.3
197.4,197.4
197.34,197.34
197.41,197.41
197.41,197.41
197.42,197.42
197.41,197.41
197.41,197.41
197.37,197.37
197.37,197.37
197.37,197.37
197.37,197.37
197.37,197.37
197.35,197.35
197.36,197.36
197.37,197.37
197.3,197.3
197.28,197.28
197.26,197.26
197.25,197.25
197.25,197.25
197.3,197.3
197.3,197.3
197.28,197.28
197.2,197.2
197.18,197.18
197.2,197.2
197.2,197.2
197.3,197.3
197.29,197.29
197.31,197.31
197.31,197.31
197.31,197.31
197.29,197.29
197.21,197.21
197.4,197.4
197.41,197.41
197.41,197.41
197.45,197.45
197.45,197.45
197.5,197.5
197.42,197.42
197.42,197.42
197.4,197.4
197.41,197.41
197.42,197.42
197.42,197.42
197.41,197.41
197.41,197.41
197.38,197.38
197.41,197.41
197.41,197.41
197.42,197.42
197.32,197.32
197.39,197.39
197.42,197.42
197.45,197.45
197.43,197.43
197.51,197.51
197.48,197.48
197.49,197.49
197.51,197.51
197.52,197.52
197.54,197.54
197.63,197.63
197.65,197.65
197.65,197.65
197.5,197.5
197.6,197.6
197.5,197.5
197.52,197.52
197.47,197.47
197.5,197.5
197.51,197.51
197.53,197.53
197.5,197.5
197.53,197.53
197.52,197.52
197.51,197.51
197.51,197.51
197.6,197.6
197.6,197.6
197.56,197.56
197.58,197.58
197.57,197.57
197.6,197.6
197.6,197.6
197.6,197.6
197.67,197.67
197.73,197.73
197.76,197.76
197.73,197.73
197.69,197.69
197.7,197.7
197.7,197.7
197.73,197.73
197.73,197.73
197.75,197.75
197.78,197.78
197.75,197.75
197.75,197.75
197.75,197.75
197.71,197.71
197.65,197.65
197.59,197.59
197.59,197.59
197.58,197.58
197.99,197.99
198.18,198.18
197.64,197.64
198.11,198.11
198.32,198.32
197.7,197.7
197.7,197.7
197.71,197.71
197.75,197.75
197.7701,197.7701
197.78,197.78
197.65,197.65
197.68,197.68
197.6701,197.6701
197.77,197.77
197.75,197.75
197.75,197.75
197.75,197.75
197.78,197.78
197.78,197.78
197.76,197.76
197.7,197.7
197.75,197.75
197.77,197.77
197.76,197.76
197.67,197.67
197.77,197.77
197.7621,197.7621
197.89,197.89
197.93,197.93
197.93,197.93
197.91,197.91
197.9,197.9
197.88,197.88
197.92,197.92
197.94,197.94
197.92,197.92
197.82,197.82
197.89,197.89
197.89,197.89
197.84,197.84
197.85,197.85
197.84,197.84
197.8201,197.8201
197.8,197.8
197.85,197.85
197.85,197.85
197.65,197.65
197.64,197.64
197.6499,197.6499
197.65,197.65
197.635,197.635
197.62,197.62
197.55,197.55
197.52,197.52
197.555,197.555
197.52,197.52
197.55,197.55
197.58,197.58
197.5893,197.5893
197.61,197.61
197.595,197.595
197.55,197.55
197.51,197.51
197.46,197.46
197.37,197.37
197.3413,197.3413
197.39,197.39
197.39,197.39
197.34,197.34
197.38,197.38
197.37,197.37
197.38,197.38
197.37,197.37
197.35,197.35
197.38,197.38
197.37,197.37
197.34,197.34
197.31,197.31
197.33,197.33
197.36,197.36
197.35,197.35
197.2363,197.2363
197.22,197.22
197.1,197.1
197.3,197.3
196.86,196.86
196.89,196.89
197.02,197.02
196.7535,196.7535
196.565,196.565
196.88,196.88
196.82,196.82
196.5903,196.5903
196.345,196.345
196.245,196.245
196.24,196.24
195.89,195.89
196.09,196.09
195.97,195.97
196.2021,196.2021
196.045,196.045
195.98,195.98
195.93,195.93
195.62,195.62
195.67,195.67
195.695,195.695
195.3501,195.3501
195.51,195.51
195.565,195.565
195.19,195.19
195.5516,195.5516
195.475,195.475
195.2899,195.2899
195.2695,195.2695
195.4399,195.4399
195.4,195.4
195.409,195.409
195.4,195.4
195.115,195.115
195.16,195.16
195.06,195.06
195.175,195.175
195.025,195.025
195.015,195.015
195.06,195.06
195.035,195.035
195.1597,195.1597
195.2201,195.2201
195.465,195.465
195.455,195.455
195.39,195.39
195.16,195.16
195.28,195.28
195.328,195.328
195.095,195.095
195.215,195.215
195.2104,195.2104
195.15,195.15
195.18,195.18
195.13,195.13
195.24,195.24
195.12,195.12
195.23,195.23
195.33,195.33
195.45,195.45
195.5101,195.5101
195.62,195.62
195.6239,195.6239
195.6,195.6
195.62,195.62
195.71,195.71
195.525,195.525
195.505,195.505
195.53,195.53
195.495,195.495
195.58,195.58
195.6,195.6
195.5532,195.5532
195.4801,195.4801
195.4632,195.4632
195.5,195.5
195.535,195.535
195.465,195.465
195.45,195.45
195.48,195.48
195.45,195.45
195.465,195.465
195.425,195.425
195.45,195.45
195.49,195.49
195.49,195.49
195.465,195.465
195.44,195.44
195.42,195.42
195.49,195.49
195.49,195.49
195.385,195.385
195.355,195.355
195.34,195.34
195.37,195.37
195.405,195.405
195.4869,195.4869
195.525,195.525
195.52,195.52
195.52,195.52
195.54,195.54
195.5642,195.5642
195.42,195.42
195.43,195.43
195.325,195.325
195.39,195.39
195.4258,195.4258
195.445,195.445
195.405,195.405
195.445,195.445
195.53,195.53
195.5,195.5
195.505,195.505
195.65,195.65
195.64,195.64
195.665,195.665
195.635,195.635
195.54,195.54
195.55,195.55
195.59,195.59
195.59,195.59
195.5542,195.5542
195.5562,195.5562
195.62,195.62
195.505,195.505
195.5,195.5
195.49,195.49
195.545,195.545
195.5128,195.5128
195.5301,195.5301
195.46,195.46
195.49,195.49
195.435,195.435
195.42,195.42
195.395,195.395
195.3901,195.3901
195.45,195.45
195.27,195.27
195.18,195.18
195.12,195.12
195.15,195.15
195.17,195.17
195.215,195.215
195.175,195.175
195.29,195.29
195.3,195.3
195.3279,195.3279
195.345,195.345
195.345,195.345
195.44,195.44
195.33,195.33
195.23,195.23
195.19,195.19
195.19,195.19
195.22,195.22
195.35,195.35
195.43,195.43
195.4735,195.4735
195.52,195.52
195.581,195.581
195.69,195.69
195.84,195.84
195.955,195.955
196.0,196.0
195.97,195.97
195.855,195.855
195.9599,195.9599
195.9899,195.9899
196.03,196.03
196.07,196.07
196.0172,196.0172
196.02,196.02
196.1988,196.1988
196.0801,196.0801
196.131,196.131
195.89,195.89
195.8715,195.8715
195.805,195.805
195.87,195.87
195.855,195.855
195.846,195.846
195.8884,195.8884
195.86,195.86
195.93,195.93
196.13,196.13
195.995,195.995
195.99,195.99
195.93,195.93
196.03,196.03
196.01,196.01
196.01,196.01
196.09,196.09
195.98,195.98
195.95,195.95
195.95,195.95
195.92,195.92
195.88,195.88
195.8621,195.8621
195.7503,195.7503
195.79,195.79
195.7299,195.7299
195.645,195.645
195.6,195.6
195.5395,195.5395
195.54,195.54
195.58,195.58
195.455,195.455
195.55,195.55
195.56,195.56
195.6993,195.6993
195.72,195.72
195.62,195.62
195.645,195.645
195.7,195.7
195.74,195.74
195.9795,195.9795
196.0599,196.0599
196.13,196.13
196.21,196.21
196.34,196.34
196.235,196.235
196.225,196.225
196.2903,196.2903
196.325,196.325
196.145,196.145
195.7701,195.7701
195.9699,195.9699
195.925,195.925
195.86,195.86
195.87,195.87
195.97,195.97
196.0799,196.0799
196.2001,196.2001
196.0,196.0
195.96,195.96
196.0115,196.0115
195.86,195.86
195.835,195.835
195.63,195.63
195.24,195.24
195.36,195.36
195.425,195.425
195.2304,195.2304
194.96,194.96
195.02,195.02
195.02,195.02
194.73,194.73
194.505,194.505
194.29,194.29
194.06,194.06
193.74,193.74
193.786,193.786
193.51,193.51
193.5577,193.5577
194.155,194.155
194.2686,194.2686
194.42,194.42
194.3406,194.3406
194.625,194.625
194.65,194.65
195.02,195.02
195.1698,195.1698
195.05,195.05
194.925,194.925
194.87,194.87
194.855,194.855
195.0101,195.0101
195.07,195.07
195.005,195.005
195.02,195.02
195.04,195.04
194.95,194.95
194.97,194.97
194.9299,194.9299
195.05,195.05
195.235,195.235
195.4,195.4
195.6751,195.6751
196.18,196.18
196.09,196.09
195.8406,195.8406
195.14,195.14
195.34,195.34
195.31,195.31
194.53,194.53
194.8101,194.8101
194.69,194.69
194.77,194.77
194.9424,194.9424
194.855,194.855
193.7627,193.7627
192.42,192.42
193.0394,193.0394
193.31,193.31
193.53,193.53
193.49,193.49
192.95,192.95
193.27,193.27
193.2,193.2
193.3092,193.3092
193.22,193.22
193.16,193.16
193.0,193.0
192.9,192.9
192.6,192.6
192.545,192.545
192.5438,192.5438
192.8895,192.8895
193.47,193.47
193.73,193.73
194.25,194.25
193.6601,193.6601
193.185,193.185
193.92,193.92
193.25,193.25
193.63,193.63
193.69,193.69
193.68,193.68
193.68,193.68
193.3229,193.3229
193.1601,193.1601
193.08,193.08
193.24,193.24
193.175,193.175
193.18,193.18
193.095,193.095
193.28,193.28
193.295,193.295
193.2644,193.2644
193.3,193.3
193.35,193.35
193.16,193.16
193.03,193.03
193.42,193.42
193.1469,193.1469
193.355,193.355
193.33,193.33
193.36,193.36
193.49,193.49
193.49,193.49
193.4701,193.4701
193.46,193.46
193.56,193.56
193.5,193.5
193.55,193.55
193.75,193.75
194.125,194.125
194.005,194.005
194.015,194.015
194.015,194.015
194.0,194.0
194.02,194.02
193.8,193.8
193.65,193.65
193.415,193.415
193.2336,193.2336
192.99,192.99
193.02,193.02
192.7813,192.7813
192.775,192.775
192.98,192.98
192.965,192.965
193.05,193.05
192.9101,192.9101
192.63,192.63
192.42,192.42
192.34,192.34
192.59,192.59
192.69,192.69
192.525,192.525
192.68,192.68
192.87,192.87
192.9901,192.9901
192.94,192.94
192.895,192.895
192.91,192.91
192.76,192.76
192.81,192.81
192.78,192.78
192.67,192.67
192.51,192.51
192.405,192.405
192.37,192.37
192.36,192.36
192.48,192.48
192.58,192.58
192.36,192.36
192.72,192.72
192.76,192.76
192.975,192.975
192.72,192.72
193.13,193.13
193.01,193.01
192.91,192.91
192.97,192.97
192.99,192.99
192.99,192.99
193.0,193.0
193.12,193.12
193.05,193.05
193.0881,193.0881
193.09,193.09
192.96,192.96
192.96,192.96
192.94,192.94
192.93,192.93
192.93,192.93
192.94,192.94
192.96,192.96
192.9503,192.9503
192.97,192.97
192.97,192.97
193.1,193.1
193.0372,193.0372
193.09,193.09
193.1,193.1
193.1115,193.1115
193.1,193.1
193.1,193.1
193.0808,193.0808
193.0601,193.0601
193.11,193.11
193.0832,193.0832
193.1,193.1
193.1,193.1
193.1,193.1
192.58,192.58
192.63,192.63
192.56,192.56
192.66,192.66
192.66,192.66
192.6,192.6
192.41,192.41
192.38,192.38
192.6,192.6
192.86,192.86
192.74,192.74
192.8,192.8
192.86,192.86
192.76,192.76
192.8019,192.8019
192.8,192.8
192.8,192.8
192.88,192.88
192.9,192.9
192.9,192.9
192.93,192.93
192.87,192.87
192.85,192.85
192.81,192.81
192.7837,192.7837
192.8499,192.8499
192.85,192.85
192.77,192.77
192.8076,192.8076
192.61,192.61
192.6,192.6
192.5433,192.5433
192.52,192.52
192.5,192.5
192.41,192.41
192.4,192.4
192.31,192.31
192.2515,192.2515
192.29,192.29
192.42,192.42
192.33,192.33
192.31,192.31
192.32,192.32
192.39,192.39
192.4,192.4
192.35,192.35
192.3401,192.3401
192.37,192.37
192.34,192.34
192.3,192.3
192.28,192.28
192.4,192.4
192.4,192.4
192.32,192.32
192.32,192.32
192.31,192.31
192.37,192.37
192.34,192.34
192.37,192.37
192.43,192.43
192.4203,192.4203
192.4,192.4
192.39,192.39
192.36,192.36
192.3609,192.3609
192.4,192.4
192.409,192.409
192.38,192.38
192.33,192.33
192.36,192.36
192.33,192.33
192.3599,192.3599
192.36,192.36
192.3,192.3
192.33,192.33
