actual,predicted
193.84,193.84
193.91,193.91
194.015,194.015
194.16,194.16
194.18,194.18
194.145,194.145
194.22,194.22
194.2,194.2
194.06,194.06
193.86,193.86
193.9185,193.9185
193.92,193.92
194.0385,194.0385
194.0499,194.0499
194.1048,194.1048
194.0733,194.0733
194.18,194.18
194.16,194.16
194.14,194.14
194.1144,194.1144
194.216,194.216
194.1801,194.1801
194.25,194.25
194.115,194.115
194.18,194.18
194.155,194.155
194.13,194.13
194.16,194.16
194.015,194.015
193.9709,193.9709
194.015,194.015
194.04,194.04
194.115,194.115
194.02,194.02
193.915,193.915
193.8925,193.8925
193.9,193.9
193.9612,193.9612
193.99,193.99
194.035,194.035
194.01,194.01
194.015,194.015
194.085,194.085
194.16,194.16
194.17,194.17
194.1363,194.1363
194.18,194.18
194.275,194.275
194.25,194.25
194.08,194.08
194.06,194.06
194.05,194.05
193.97,193.97
193.98,193.98
193.945,193.945
193.88,193.88
193.87,193.87
193.755,193.755
193.825,193.825
193.81,193.81
193.8875,193.8875
193.87,193.87
193.89,193.89
193.93,193.93
194.04,194.04
194.055,194.055
194.06,194.06
194.06,194.06
194.16,194.16
194.04,194.04
194.09,194.09
194.08,194.08
194.09,194.09
194.15,194.15
194.005,194.005
194.045,194.045
193.9118,193.9118
193.865,193.865
193.895,193.895
193.88,193.88
193.89,193.89
193.8499,193.8499
193.905,193.905
193.905,193.905
193.935,193.935
194.07,194.07
194.005,194.005
193.98,193.98
194.05,194.05
194.1315,194.1315
194.14,194.14
194.135,194.135
194.15,194.15
194.17,194.17
194.19,194.19
194.165,194.165
194.24,194.24
194.275,194.275
194.255,194.255
194.32,194.32
194.265,194.265
194.3799,194.3799
194.355,194.355
194.3,194.3
194.34,194.34
194.305,194.305
194.29,194.29
194.35,194.35
194.35,194.35
194.35,194.35
194.425,194.425
194.47,194.47
194.415,194.415
194.45,194.45
194.38,194.38
194.375,194.375
194.43,194.43
194.415,194.415
194.445,194.445
194.465,194.465
194.4697,194.4697
194.465,194.465
194.5723,194.5723
194.67,194.67
194.72,194.72
194.7,194.7
194.74,194.74
194.73,194.73
194.795,194.795
194.78,194.78
194.775,194.775
194.73,194.73
194.665,194.665
194.665,194.665
194.63,194.63
194.5601,194.5601
194.52,194.52
194.59,194.59
194.525,194.525
194.495,194.495
194.5503,194.5503
194.525,194.525
194.54,194.54
194.515,194.515
194.4564,194.4564
194.42,194.42
194.45,194.45
194.45,194.45
194.465,194.465
194.51,194.51
194.55,194.55
194.5601,194.5601
194.6289,194.6289
194.6747,194.6747
194.7,194.7
194.675,194.675
194.69,194.69
194.6538,194.6538
194.635,194.635
194.625,194.625
194.63,194.63
194.6382,194.6382
194.715,194.715
194.725,194.725
194.755,194.755
194.7298,194.7298
194.79,194.79
194.6,194.6
194.595,194.595
194.685,194.685
194.75,194.75
194.805,194.805
194.855,194.855
194.705,194.705
194.5799,194.5799
194.5399,194.5399
194.49,194.49
194.5201,194.5201
194.485,194.485
194.465,194.465
194.46,194.46
194.48,194.48
194.5799,194.5799
194.615,194.615
194.6401,194.6401
194.5482,194.5482
194.55,194.55
194.645,194.645
194.708,194.708
194.665,194.665
194.655,194.655
194.665,194.665
194.62,194.62
194.56,194.56
194.595,194.595
194.61,194.61
194.64,194.64
194.63,194.63
194.58,194.58
194.495,194.495
194.5195,194.5195
194.57,194.57
194.585,194.585
194.595,194.595
194.6,194.6
194.63,194.63
194.7,194.7
194.635,194.635
194.705,194.705
194.685,194.685
194.695,194.695
194.72,194.72
194.765,194.765
194.775,194.775
194.89,194.89
194.905,194.905
194.92,194.92
194.94,194.94
194.95,194.95
195.089,195.089
195.11,195.11
194.98,194.98
195.07,195.07
195.21,195.21
195.27,195.27
195.28,195.28
195.21,195.21
195.105,195.105
195.0082,195.0082
195.12,195.12
195.17,195.17
195.235,195.235
195.1887,195.1887
195.08,195.08
195.115,195.115
195.105,195.105
195.03,195.03
195.06,195.06
195.065,195.065
194.98,194.98
194.995,194.995
195.02,195.02
195.025,195.025
194.96,194.96
195.045,195.045
195.17,195.17
195.11,195.11
195.095,195.095
195.1,195.1
195.09,195.09
195.0701,195.0701
195.085,195.085
195.11,195.11
195.0517,195.0517
194.985,194.985
194.925,194.925
194.88,194.88
194.88,194.88
194.775,194.775
194.7338,194.7338
194.685,194.685
194.67,194.67
194.67,194.67
194.34,194.34
194.22,194.22
194.18,194.18
194.01,194.01
194.065,194.065
194.03,194.03
194.0115,194.0115
194.0817,194.0817
194.2,194.2
194.305,194.305
194.34,194.34
194.2301,194.2301
194.22,194.22
194.215,194.215
194.33,194.33
194.355,194.355
194.4,194.4
194.465,194.465
194.3701,194.3701
194.485,194.485
194.385,194.385
194.3401,194.3401
194.35,194.35
194.37,194.37
194.48,194.48
194.485,194.485
194.47,194.47
194.515,194.515
194.505,194.505
194.5,194.5
194.53,194.53
194.58,194.58
194.57,194.57
194.605,194.605
194.58,194.58
194.525,194.525
194.605,194.605
194.36,194.36
194.4599,194.4599
194.55,194.55
194.535,194.535
194.62,194.62
194.7,194.7
194.785,194.785
194.58,194.58
194.66,194.66
194.655,194.655
194.74,194.74
194.78,194.78
194.805,194.805
194.615,194.615
194.57,194.57
194.4,194.4
194.255,194.255
194.255,194.255
194.34,194.34
194.385,194.385
194.415,194.415
194.365,194.365
194.11,194.11
194.28,194.28
194.25,194.25
194.28,194.28
194.28,194.28
194.29,194.29
194.39,194.39
194.39,194.39
194.4,194.4
194.42,194.42
194.42,194.42
194.44,194.44
194.4695,194.4695
194.4297,194.4297
194.35,194.35
194.45,194.45
194.45,194.45
194.38,194.38
194.35,194.35
194.35,194.35
194.38,194.38
194.38,194.38
194.39,194.39
194.36,194.36
194.36,194.36
194.37,194.37
194.38,194.38
194.37,194.37
194.39,194.39
194.35,194.35
194.34,194.34
194.36,194.36
194.35,194.35
194.3488,194.3488
194.37,194.37
194.36,194.36
194.38,194.38
194.35,194.35
194.36,194.36
194.39,194.39
194.4,194.4
194.4,194.4
194.4,194.4
194.41,194.41
194.41,194.41
194.35,194.35
194.4,194.4
194.38,194.38
194.41,194.41
194.41,194.41
194.42,194.42
194.42,194.42
194.35,194.35
194.28,194.28
194.26,194.26
194.3,194.3
194.32,194.32
194.3,194.3
194.3799,194.3799
194.3337,194.3337
194.35,194.35
194.4,194.4
194.4,194.4
194.35,194.35
194.35,194.35
194.39,194.39
194.4,194.4
194.37,194.37
194.37,194.37
194.37,194.37
194.3994,194.3994
194.4,194.4
194.37,194.37
194.3972,194.3972
194.4,194.4
194.41,194.41
194.4,194.4
194.4,194.4
194.38,194.38
194.38,194.38
194.4,194.4
194.41,194.41
194.45,194.45
194.41,194.41
194.41,194.41
194.45,194.45
194.45,194.45
194.46,194.46
194.43,194.43
194.46,194.46
194.4705,194.4705
194.5,194.5
194.47,194.47
194.52,194.52
194.5,194.5
194.51,194.51
194.54,194.54
194.56,194.56
194.5,194.5
194.58,194.58
194.6,194.6
194.67,194.67
194.7,194.7
194.68,194.68
194.76,194.76
194.65,194.65
194.7002,194.7002
194.71,194.71
194.66,194.66
194.66,194.66
194.75,194.75
194.71,194.71
194.68,194.68
194.71,194.71
194.71,194.71
194.69,194.69
194.73,194.73
194.73,194.73
194.64,194.64
194.51,194.51
194.51,194.51
194.56,194.56
194.59,194.59
194.63,194.63
194.5,194.5
194.63,194.63
194.64,194.64
194.99,194.99
195.05,195.05
195.0,195.0
195.03,195.03
195.0,195.0
195.11,195.11
195.15,195.15
195.01,195.01
194.99,194.99
194.8,194.8
194.8,194.8
194.8,194.8
194.7,194.7
194.79,194.79
194.82,194.82
194.85,194.85
194.9,194.9
194.85,194.85
194.81,194.81
194.81,194.81
194.85,194.85
194.9,194.9
194.9,194.9
194.95,194.95
194.94,194.94
194.91,194.91
194.93,194.93
194.91,194.91
194.86,194.86
194.86,194.86
194.92,194.92
194.82,194.82
194.71,194.71
194.8,194.8
194.68,194.68
194.65,194.65
194.58,194.58
194.58,194.58
194.72,194.72
194.79,194.79
194.76,194.76
194.72,194.72
194.79,194.79
194.64,194.64
194.72,194.72
194.71,194.71
194.8,194.8
194.83,194.83
194.83,194.83
194.8,194.8
194.88,194.88
194.88,194.88
194.88,194.88
194.9,194.9
194.9,194.9
194.88,194.88
194.87,194.87
194.76,194.76
194.79,194.79
194.8,194.8
194.8,194.8
194.95,194.95
194.91,194.91
194.78,194.78
194.8,194.8
194.8,194.8
194.74,194.74
194.73,194.73
194.62,194.62
194.61,194.61
194.93,194.93
194.8,194.8
194.75,194.75
194.8,194.8
194.71,194.71
194.73,194.73
194.8,194.8
194.81,194.81
194.83,194.83
194.85,194.85
194.85,194.85
194.72,194.72
194.72,194.72
194.74,194.74
194.84,194.84
194.84,194.84
194.81,194.81
194.78,194.78
194.76,194.76
194.75,194.75
194.74,194.74
194.76,194.76
194.76,194.76
194.8,194.8
194.75,194.75
194.79,194.79
194.8,194.8
194.88,194.88
194.85,194.85
194.81,194.81
194.83,194.83
194.6678,194.6678
194.85,194.85
195.0,195.0
195.02,195.02
194.81,194.81
194.801,194.801
195.03,195.03
194.85,194.85
194.86,194.86
194.9,194.9
194.8533,194.8533
194.85,194.85
194.85,194.85
194.93,194.93
194.98,194.98
194.97,194.97
194.9099,194.9099
194.9,194.9
194.91,194.91
194.9,194.9
194.88,194.88
194.86,194.86
194.86,194.86
194.94,194.94
194.98,194.98
194.9,194.9
194.99,194.99
195.0,195.0
195.0,195.0
194.983,194.983
194.8,194.8
194.88,194.88
194.9,194.9
194.91,194.91
194.94,194.94
194.99,194.99
194.94,194.94
195.0,195.0
195.0,195.0
195.0,195.0
195.06,195.06
195.1,195.1
195.06,195.06
195.11,195.11
195.11,195.11
195.13,195.13
195.08,195.08
195.12,195.12
195.12,195.12
195.12,195.12
195.1,195.1
195.1,195.1
195.12,195.12
195.11,195.11
195.2,195.2
195.2,195.2
195.2,195.2
195.2,195.2
195.2,195.2
195.18,195.18
195.24,195.24
195.24,195.24
195.27,195.27
195.25,195.25
195.25,195.25
195.2399,195.2399
195.25,195.25
195.24,195.24
195.2398,195.2398
195.17,195.17
195.19,195.19
195.2009,195.2009
195.2,195.2
195.35,195.35
195.3199,195.3199
195.35,195.35
195.3692,195.3692
195.3006,195.3006
195.32,195.32
195.25,195.25
195.4,195.4
195.5,195.5
195.53,195.53
195.7105,195.7105
196.0513,196.0513
196.215,196.215
196.06,196.06
195.48,195.48
194.89,194.89
194.965,194.965
195.03,195.03
195.065,195.065
195.25,195.25
195.218,195.218
195.29,195.29
195.28,195.28
195.4,195.4
195.39,195.39
195.24,195.24
195.16,195.16
195.09,195.09
195.1,195.1
195.13,195.13
195.2199,195.2199
195.645,195.645
195.61,195.61
195.75,195.75
195.425,195.425
195.41,195.41
195.425,195.425
195.5264,195.5264
195.66,195.66
195.78,195.78
195.71,195.71
195.745,195.745
195.66,195.66
195.64,195.64
195.4701,195.4701
195.3967,195.3967
195.25,195.25
195.17,195.17
195.05,195.05
195.14,195.14
195.34,195.34
195.285,195.285
195.3,195.3
195.305,195.305
195.42,195.42
195.435,195.435
195.5655,195.5655
195.5,195.5
195.23,195.23
195.175,195.175
195.15,195.15
195.16,195.16
195.1,195.1
195.12,195.12
195.136,195.136
195.33,195.33
195.34,195.34
195.35,195.35
195.3572,195.3572
195.375,195.375
195.4183,195.4183
195.2819,195.2819
195.405,195.405
195.36,195.36
195.445,195.445
195.59,195.59
195.57,195.57
195.71,195.71
195.585,195.585
195.47,195.47
195.44,195.44
195.438,195.438
195.4331,195.4331
195.375,195.375
195.375,195.375
195.379,195.379
195.3,195.3
195.375,195.375
195.545,195.545
195.365,195.365
195.325,195.325
195.3286,195.3286
195.365,195.365
195.27,195.27
195.285,195.285
195.32,195.32
195.2701,195.2701
195.27,195.27
195.2224,195.2224
195.27,195.27
195.23,195.23
195.2001,195.2001
195.29,195.29
195.2331,195.2331
195.3175,195.3175
195.425,195.425
195.5399,195.5399
195.5088,195.5088
195.43,195.43
195.36,195.36
195.44,195.44
195.44,195.44
195.415,195.415
195.42,195.42
195.425,195.425
195.62,195.62
195.71,195.71
195.69,195.69
195.832,195.832
195.861,195.861
195.8599,195.8599
195.8691,195.8691
195.907,195.907
196.13,196.13
196.075,196.075
196.1301,196.1301
196.03,196.03
196.09,196.09
196.0438,196.0438
196.14,196.14
196.1,196.1
196.3,196.3
196.265,196.265
196.18,196.18
196.34,196.34
196.37,196.37
196.455,196.455
196.585,196.585
196.685,196.685
196.5801,196.5801
196.5926,196.5926
196.55,196.55
196.705,196.705
196.8456,196.8456
196.89,196.89
196.79,196.79
196.76,196.76
196.645,196.645
196.6176,196.6176
196.53,196.53
196.37,196.37
196.25,196.25
196.2573,196.2573
196.1999,196.1999
196.11,196.11
196.07,196.07
196.1,196.1
196.145,196.145
196.02,196.02
196.02,196.02
196.06,196.06
196.11,196.11
196.2999,196.2999
196.225,196.225
196.23,196.23
196.195,196.195
196.18,196.18
196.2852,196.2852
196.209,196.209
196.28,196.28
196.278,196.278
196.215,196.215
196.19,196.19
196.135,196.135
196.055,196.055
195.98,195.98
196.06,196.06
196.04,196.04
196.12,196.12
196.12,196.12
196.07,196.07
196.07,196.07
196.11,196.11
196.06,196.06
196.03,196.03
195.89,195.89
195.92,195.92
195.885,195.885
195.88,195.88
195.925,195.925
195.95,195.95
195.94,195.94
195.93,195.93
195.925,195.925
195.921,195.921
196.075,196.075
196.135,196.135
196.2041,196.2041
196.2,196.2
196.1801,196.1801
196.155,196.155
196.165,196.165
196.16,196.16
196.115,196.115
196.11,196.11
196.095,196.095
196.1349,196.1349
196.12,196.12
196.105,196.105
196.125,196.125
196.1538,196.1538
196.21,196.21
196.215,196.215
196.1853,196.1853
196.19,196.19
196.125,196.125
196.09,196.09
196.08,196.08
196.08,196.08
196.035,196.035
196.045,196.045
195.96,195.96
196.02,196.02
196.03,196.03
195.9986,195.9986
195.955,195.955
195.94,195.94
195.81,195.81
195.765,195.765
195.8197,195.8197
195.81,195.81
195.78,195.78
195.795,195.795
195.72,195.72
195.722,195.722
195.7001,195.7001
195.755,195.755
195.76,195.76
195.73,195.73
195.67,195.67
195.705,195.705
195.715,195.715
195.82,195.82
196.07,196.07
195.99,195.99
196.0136,196.0136
195.98,195.98
196.025,196.025
195.905,195.905
195.8852,195.8852
195.975,195.975
196.035,196.035
196.105,196.105
196.13,196.13
196.16,196.16
196.195,196.195
196.025,196.025
196.085,196.085
196.1733,196.1733
196.195,196.195
196.315,196.315
196.1306,196.1306
196.0581,196.0581
196.12,196.12
196.1199,196.1199
196.09,196.09
196.07,196.07
196.06,196.06
196.08,196.08
196.1499,196.1499
196.11,196.11
196.16,196.16
196.17,196.17
196.26,196.26
196.36,196.36
196.45,196.45
196.63,196.63
196.61,196.61
196.59,196.59
196.67,196.67
196.645,196.645
196.6101,196.6101
196.64,196.64
196.63,196.63
196.4199,196.4199
196.3269,196.3269
196.19,196.19
196.1,196.1
196.13,196.13
196.0677,196.0677
196.125,196.125
196.16,196.16
196.12,196.12
196.1,196.1
195.99,195.99
196.02,196.02
196.09,196.09
196.13,196.13
196.09,196.09
196.09,196.09
195.99,195.99
196.0227,196.0227
195.99,195.99
196.025,196.025
196.1099,196.1099
196.165,196.165
196.185,196.185
196.22,196.22
196.1401,196.1401
196.205,196.205
196.17,196.17
196.175,196.175
196.21,196.21
196.185,196.185
196.171,196.171
196.25,196.25
196.325,196.325
196.39,196.39
196.335,196.335
196.35,196.35
196.4,196.4
196.355,196.355
196.245,196.245
196.285,196.285
196.245,196.245
196.2,196.2
196.26,196.26
196.255,196.255
196.2819,196.2819
196.18,196.18
196.215,196.215
196.1242,196.1242
196.115,196.115
196.08,196.08
196.09,196.09
196.085,196.085
196.005,196.005
195.915,195.915
195.89,195.89
195.83,195.83
195.81,195.81
195.87,195.87
195.9,195.9
195.895,195.895
195.9228,195.9228
195.935,195.935
195.89,195.89
195.945,195.945
195.895,195.895
195.9262,195.9262
195.955,195.955
195.975,195.975
195.985,195.985
195.945,195.945
195.95,195.95
196.048,196.048
195.985,195.985
196.02,196.02
196.11,196.11
196.09,196.09
196.041,196.041
196.035,196.035
196.01,196.01
195.938,195.938
196.01,196.01
196.09,196.09
196.145,196.145
196.14,196.14
196.095,196.095
196.1399,196.1399
196.19,196.19
196.15,196.15
196.185,196.185
196.245,196.245
196.255,196.255
196.365,196.365
196.3399,196.3399
196.3854,196.3854
196.415,196.415
196.39,196.39
196.34,196.34
196.31,196.31
196.35,196.35
196.369,196.369
196.195,196.195
196.085,196.085
195.92,195.92
195.845,195.845
195.88,195.88
195.86,195.86
195.885,195.885
195.85,195.85
195.645,195.645
195.655,195.655
195.665,195.665
195.8758,195.8758
195.965,195.965
195.98,195.98
195.845,195.845
195.9,195.9
195.5,195.5
195.37,195.37
195.37,195.37
195.4,195.4
195.47,195.47
195.4687,195.4687
195.48,195.48
195.52,195.52
195.58,195.58
195.5,195.5
195.53,195.53
195.55,195.55
195.58,195.58
195.57,195.57
195.57,195.57
195.51,195.51
195.52,195.52
195.57,195.57
195.55,195.55
195.55,195.55
195.5,195.5
195.5,195.5
195.4603,195.4603
195.5,195.5
195.46,195.46
195.5,195.5
195.5,195.5
195.5,195.5
195.5,195.5
195.5,195.5
195.5,195.5
195.4601,195.4601
195.49,195.49
195.5,195.5
195.55,195.55
195.62,195.62
195.65,195.65
195.61,195.61
195.61,195.61
195.65,195.65
195.65,195.65
195.67,195.67
195.64,195.64
195.64,195.64
195.7,195.7
195.74,195.74
195.61,195.61
195.6,195.6
195.45,195.45
195.45,195.45
195.38,195.38
195.4,195.4
195.4,195.4
195.5,195.5
195.4501,195.4501
195.53,195.53
195.45,195.45
195.5,195.5
195.5,195.5
195.87,195.87
195.54,195.54
195.45,195.45
195.5473,195.5473
195.55,195.55
195.52,195.52
195.87,195.87
195.87,195.87
195.4701,195.4701
195.5,195.5
195.48,195.48
195.5,195.5
195.4677,195.4677
195.47,195.47
195.48,195.48
195.49,195.49
195.45,195.45
195.46,195.46
195.49,195.49
195.46,195.46
195.5,195.5
195.45,195.45
195.45,195.45
195.45,195.45
195.45,195.45
195.45,195.45
195.47,195.47
195.47,195.47
195.41,195.41
195.45,195.45
195.4135,195.4135
195.45,195.45
195.45,195.45
195.44,195.44
195.4499,195.4499
195.4106,195.4106
195.44,195.44
195.43,195.43
195.36,195.36
195.44,195.44
195.4365,195.4365
195.42,195.42
195.38,195.38
195.38,195.38
195.38,195.38
195.42,195.42
195.4,195.4
195.37,195.37
195.4271,195.4271
195.4,195.4
195.4,195.4
195.4,195.4
195.4,195.4
195.3724,195.3724
195.4,195.4
195.44,195.44
195.45,195.45
195.44,195.44
195.44,195.44
195.4761,195.4761
195.45,195.45
195.35,195.35
195.4488,195.4488
195.45,195.45
195.4688,195.4688
195.47,195.47
195.48,195.48
195.4375,195.4375
195.48,195.48
195.5,195.5
195.5999,195.5999
195.59,195.59
195.59,195.59
195.55,195.55
195.58,195.58
195.5891,195.5891
195.59,195.59
195.58,195.58
195.59,195.59
195.59,195.59
195.58,195.58
195.59,195.59
195.58,195.58
195.58,195.58
195.58,195.58
195.59,195.59
195.53,195.53
195.52,195.52
195.51,195.51
195.5,195.5
195.5,195.5
195.51,195.51
195.48,195.48
195.45,195.45
195.47,195.47
195.47,195.47
195.48,195.48
195.55,195.55
195.55,195.55
195.5501,195.5501
195.56,195.56
195.58,195.58
195.58,195.58
195.55,195.55
195.55,195.55
195.52,195.52
195.56,195.56
195.55,195.55
195.55,195.55
195.55,195.55
195.55,195.55
195.55,195.55
195.55,195.55
195.55,195.55
195.58,195.58
195.64,195.64
195.53,195.53
196.0,196.0
196.0,196.0
196.0,196.0
195.96,195.96
195.98,195.98
195.95,195.95
196.0,196.0
195.93,195.93
195.98,195.98
195.91,195.91
195.9,195.9
195.83,195.83
195.81,195.81
195.9,195.9
195.92,195.92
195.97,195.97
195.84,195.84
195.87,195.87
195.94,195.94
195.84,195.84
195.84,195.84
195.97,195.97
195.99,195.99
196.03,196.03
196.0,196.0
195.99,195.99
196.01,196.01
195.97,195.97
196.0,196.0
195.94,195.94
195.88,195.88
195.87,195.87
195.91,195.91
195.91,195.91
196.0,196.0
195.88,195.88
195.8,195.8
195.7,195.7
195.86,195.86
195.86,195.86
195.8,195.8
195.8,195.8
195.76,195.76
195.8,195.8
195.82,195.82
195.8,195.8
195.8,195.8
195.82,195.82
195.82,195.82
195.81,195.81
195.8,195.8
195.82,195.82
195.83,195.83
195.9,195.9
195.96,195.96
195.89,195.89
195.86,195.86
195.91,195.91
195.91,195.91
195.91,195.91
195.92,195.92
195.92,195.92
195.91,195.91
195.93,195.93
195.93,195.93
195.92,195.92
195.9,195.9
195.97,195.97
195.95,195.95
195.93,195.93
195.91,195.91
195.89,195.89
195.9,195.9
195.85,195.85
195.85,195.85
195.9,195.9
195.84,195.84
195.85,195.85
195.84,195.84
195.83,195.83
195.81,195.81
195.81,195.81
195.75,195.75
195.79,195.79
195.8,195.8
195.75,195.75
195.75,195.75
195.75,195.75
195.75,195.75
195.74,195.74
195.72,195.72
195.71,195.71
195.7,195.7
195.63,195.63
195.67,195.67
195.68,195.68
196.22,196.22
196.1,196.1
196.09,196.09
196.2,196.2
196.11,196.11
195.72,195.72
196.1,196.1
195.78,195.78
195.8283,195.8283
195.83,195.83
195.84,195.84
195.81,195.81
195.85,195.85
195.78,195.78
195.78,195.78
195.71,195.71
195.86,195.86
195.72,195.72
195.75,195.75
195.67,195.67
195.65,195.65
195.7,195.7
195.72,195.72
195.78,195.78
195.78,195.78
195.78,195.78
195.78,195.78
195.8,195.8
195.8,195.8
195.75,195.75
195.83,195.83
195.86,195.86
195.88,195.88
195.82,195.82
195.8605,195.8605
195.8,195.8
195.75,195.75
195.7,195.7
195.75,195.75
195.81,195.81
195.81,195.81
195.81,195.81
195.75,195.75
195.76,195.76
195.83,195.83
195.8744,195.8744
195.85,195.85
195.8795,195.8795
195.878,195.878
195.85,195.85
195.869,195.869
195.85,195.85
195.87,195.87
195.83,195.83
195.86,195.86
195.87,195.87
195.85,195.85
195.87,195.87
195.81,195.81
195.87,195.87
195.8,195.8
195.81,195.81
195.8,195.8
195.8,195.8
195.87,195.87
195.93,195.93
195.88,195.88
195.85,195.85
195.8,195.8
195.8764,195.8764
195.7989,195.7989
195.91,195.91
195.89,195.89
195.89,195.89
195.79,195.79
195.6502,195.6502
195.38,195.38
195.63,195.63
195.67,195.67
196.13,196.13
196.23,196.23
196.1082,196.1082
195.9,195.9
195.77,195.77
195.4868,195.4868
195.59,195.59
195.53,195.53
195.53,195.53
195.52,195.52
195.215,195.215
195.48,195.48
195.55,195.55
195.6336,195.6336
195.69,195.69
195.5922,195.5922
195.57,195.57
195.5405,195.5405
195.8,195.8
195.74,195.74
195.7799,195.7799
195.6641,195.6641
195.64,195.64
195.65,195.65
195.705,195.705
195.74,195.74
195.82,195.82
195.9,195.9
195.96,195.96
196.1101,196.1101
196.205,196.205
196.145,196.145
195.935,195.935
196.09,196.09
196.025,196.025
195.83,195.83
195.76,195.76
195.76,195.76
195.66,195.66
195.71,195.71
195.84,195.84
195.96,195.96
195.97,195.97
196.06,196.06
196.17,196.17
196.265,196.265
196.335,196.335
196.3589,196.3589
196.29,196.29
196.26,196.26
196.28,196.28
196.26,196.26
196.47,196.47
196.44,196.44
196.2102,196.2102
196.05,196.05
195.85,195.85
195.9,195.9
196.01,196.01
195.92,195.92
195.9,195.9
195.915,195.915
195.79,195.79
195.7,195.7
195.605,195.605
195.735,195.735
195.79,195.79
195.83,195.83
195.74,195.74
195.72,195.72
195.81,195.81
195.86,195.86
195.79,195.79
195.81,195.81
195.765,195.765
195.74,195.74
195.73,195.73
195.6579,195.6579
195.53,195.53
195.5451,195.5451
195.46,195.46
195.58,195.58
195.64,195.64
195.625,195.625
195.7298,195.7298
195.84,195.84
195.93,195.93
195.83,195.83
195.74,195.74
195.745,195.745
195.64,195.64
195.7,195.7
195.72,195.72
195.74,195.74
195.6877,195.6877
195.6723,195.6723
195.725,195.725
195.7,195.7
195.655,195.655
195.715,195.715
195.695,195.695
195.66,195.66
195.565,195.565
195.745,195.745
195.8,195.8
195.84,195.84
195.845,195.845
195.73,195.73
195.65,195.65
195.6301,195.6301
195.705,195.705
195.78,195.78
195.72,195.72
195.7541,195.7541
195.74,195.74
195.825,195.825
195.815,195.815
195.79,195.79
195.815,195.815
195.835,195.835
195.725,195.725
195.75,195.75
195.69,195.69
195.7516,195.7516
195.77,195.77
195.725,195.725
195.678,195.678
195.73,195.73
195.685,195.685
195.72,195.72
195.66,195.66
195.63,195.63
195.61,195.61
195.6013,195.6013
195.61,195.61
195.605,195.605
195.63,195.63
195.64,195.64
195.655,195.655
195.5881,195.5881
195.5171,195.5171
195.48,195.48
195.41,195.41
195.43,195.43
195.42,195.42
195.45,195.45
195.49,195.49
195.5699,195.5699
195.49,195.49
195.53,195.53
195.4542,195.4542
195.47,195.47
195.48,195.48
195.48,195.48
195.49,195.49
195.525,195.525
195.5154,195.5154
195.565,195.565
195.56,195.56
195.56,195.56
195.595,195.595
195.675,195.675
195.69,195.69
195.641,195.641
195.59,195.59
195.54,195.54
195.68,195.68
195.675,195.675
195.695,195.695
195.785,195.785
195.76,195.76
195.72,195.72
195.7441,195.7441
195.72,195.72
195.675,195.675
195.695,195.695
195.685,195.685
195.625,195.625
195.685,195.685
195.67,195.67
195.67,195.67
195.695,195.695
195.65,195.65
195.635,195.635
195.66,195.66
195.7,195.7
195.66,195.66
195.695,195.695
195.68,195.68
195.65,195.65
195.6297,195.6297
195.705,195.705
195.6697,195.6697
195.66,195.66
195.64,195.64
195.68,195.68
195.645,195.645
195.65,195.65
195.68,195.68
195.66,195.66
195.665,195.665
195.695,195.695
195.71,195.71
195.71,195.71
195.695,195.695
195.75,195.75
195.72,195.72
195.745,195.745
195.845,195.845
195.97,195.97
195.931,195.931
195.9099,195.9099
195.945,195.945
195.95,195.95
195.955,195.955
196.0,196.0
195.995,195.995
196.0698,196.0698
196.06,196.06
196.05,196.05
195.95,195.95
195.905,195.905
195.84,195.84
195.865,195.865
195.835,195.835
195.765,195.765
195.7799,195.7799
195.75,195.75
195.755,195.755
195.66,195.66
195.535,195.535
195.535,195.535
195.54,195.54
195.4976,195.4976
195.525,195.525
195.5985,195.5985
195.61,195.61
195.605,195.605
195.62,195.62
195.648,195.648
195.63,195.63
195.6899,195.6899
195.715,195.715
195.655,195.655
195.62,195.62
195.58,195.58
195.595,195.595
195.6,195.6
195.575,195.575
195.59,195.59
195.6466,195.6466
195.68,195.68
195.685,195.685
195.625,195.625
195.6298,195.6298
195.62,195.62
195.61,195.61
195.575,195.575
195.61,195.61
195.615,195.615
195.595,195.595
195.585,195.585
195.575,195.575
195.535,195.535
195.6281,195.6281
195.535,195.535
195.485,195.485
195.485,195.485
195.4783,195.4783
195.475,195.475
195.545,195.545
195.515,195.515
195.525,195.525
195.47,195.47
195.4525,195.4525
195.48,195.48
195.3584,195.3584
195.2384,195.2384
195.15,195.15
194.99,194.99
195.1,195.1
195.0685,195.0685
195.08,195.08
195.235,195.235
195.304,195.304
195.29,195.29
195.31,195.31
195.325,195.325
195.385,195.385
195.41,195.41
195.35,195.35
195.42,195.42
195.53,195.53
195.54,195.54
195.5299,195.5299
195.49,195.49
195.49,195.49
195.509,195.509
195.525,195.525
195.5445,195.5445
195.46,195.46
195.38,195.38
195.44,195.44
195.4366,195.4366
195.455,195.455
195.3555,195.3555
195.37,195.37
195.3583,195.3583
195.305,195.305
195.245,195.245
195.23,195.23
195.2601,195.2601
195.26,195.26
195.2501,195.2501
195.245,195.245
195.2583,195.2583
195.275,195.275
195.26,195.26
195.275,195.275
195.27,195.27
195.305,195.305
195.28,195.28
195.355,195.355
195.3958,195.3958
